type,paperless_billing,payment_method,total_charges,contract_terminated,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support
Month-to-month,Yes,Electronic check,171.15,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,940.35,1,1,No,No,Fiber optic,No,No,Yes,No
Month-to-month,No,Bank transfer (automatic),1047.7,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),1622.45,1,1,Yes,No,Fiber optic,No,No,Yes,No
One year,Yes,Electronic check,2178.6,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,168.15,1,0,Yes,Yes,DSL,No,Yes,Yes,No
Month-to-month,Yes,Bank transfer (automatic),387.2,1,0,No,No,Fiber optic,Yes,No,Yes,Yes
Month-to-month,Yes,Credit card (automatic),2839.65,1,0,Yes,No,Fiber optic,No,No,Yes,No
One year,Yes,Credit card (automatic),893.55,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,4284.8,1,1,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,No,Mailed check,544.55,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Bank transfer (automatic),941.0,1,0,Yes,No,DSL,Yes,No,No,No
Month-to-month,Yes,Bank transfer (automatic),1133.65,1,1,Yes,No,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Electronic check,35.55,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,196.9,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,1162.85,1,0,Yes,Yes,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,224.05,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,31.35,1,0,No,Yes,DSL,No,Yes,No,No
Month-to-month,Yes,Bank transfer (automatic),1052.4,1,0,No,No,Fiber optic,No,Yes,No,No
One year,Yes,Electronic check,5610.25,1,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,19.85,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Credit card (automatic),669.45,1,0,No,No,Fiber optic,No,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,1553.95,1,0,No,No,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Bank transfer (automatic),1236.15,1,1,No,No,DSL,No,No,Yes,No
Month-to-month,Yes,Electronic check,60.15,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,593.45,1,0,No,No,Fiber optic,No,No,Yes,No
One year,Yes,Bank transfer (automatic),4867.95,1,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,74.9,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,80.25,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1149.65,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,740.8,1,0,Yes,Yes,DSL,No,No,No,Yes
Month-to-month,Yes,Bank transfer (automatic),1532.45,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,250.05,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),2282.55,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,143.35,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,45.85,1,0,Yes,Yes,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,810.2,1,0,Yes,No,DSL,No,No,No,Yes
Month-to-month,No,Electronic check,2564.3,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,228.4,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1529.2,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,45.3,1,0,No,No,DSL,No,No,No,No
Month-to-month,No,Bank transfer (automatic),289.3,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,987.95,1,0,No,No,Fiber optic,No,No,No,Yes
Month-to-month,No,Mailed check,45.05,1,0,No,No,DSL,No,No,No,No
Month-to-month,No,Electronic check,75.8,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,523.15,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,59.05,1,0,No,No,DSL,No,No,No,Yes
One year,No,Credit card (automatic),4424.2,1,1,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Bank transfer (automatic),6127.6,1,1,Yes,No,Fiber optic,No,Yes,No,No
One year,Yes,Electronic check,6448.05,1,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
Month-to-month,Yes,Electronic check,676.7,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,632.95,1,0,Yes,No,Fiber optic,Yes,No,No,No
Month-to-month,No,Electronic check,270.95,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,483.7,1,0,Yes,No,DSL,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),1345.55,1,1,Yes,No,Fiber optic,No,No,No,No
One year,No,Credit card (automatic),8127.6,1,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,1281.0,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1553.9,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,3207.55,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,5124.55,1,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
One year,Yes,Electronic check,3474.45,1,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,19.45,1,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,76.35,1,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,69.25,1,1,No,No,Fiber optic,No,No,No,No
One year,Yes,Bank transfer (automatic),5961.1,1,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,25.2,1,1,No,No,DSL,No,No,No,No
Month-to-month,Yes,Mailed check,96.45,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Credit card (automatic),7133.25,1,0,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Credit card (automatic),169.45,1,0,No,Yes,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,1258.6,1,0,Yes,Yes,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,857.2,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1639.3,1,0,No,No,Fiber optic,No,No,No,Yes
Month-to-month,Yes,Electronic check,889.9,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1290.0,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,330.05,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,237.95,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),2452.7,1,0,Yes,No,DSL,No,Yes,No,No
Month-to-month,Yes,Electronic check,813.85,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,79.2,1,1,No,No,Fiber optic,No,No,No,No
One year,Yes,Mailed check,347.4,1,0,No,No,DSL,No,No,Yes,No
Month-to-month,Yes,Bank transfer (automatic),49.95,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,1554.0,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,3217.55,1,1,Yes,No,Fiber optic,No,Yes,Yes,No
One year,Yes,Electronic check,3001.2,1,0,Yes,No,DSL,No,No,Yes,No
One year,Yes,Credit card (automatic),6254.2,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Credit card (automatic),442.85,1,1,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,553.0,1,0,No,Yes,DSL,No,No,No,No
Month-to-month,No,Electronic check,76.0,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,170.85,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1308.4,1,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Credit card (automatic),732.5,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1504.05,1,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,50.45,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Mailed check,1132.75,1,0,No,No,Fiber optic,No,No,No,Yes
Month-to-month,Yes,Electronic check,193.6,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Credit card (automatic),349.65,1,1,No,No,Fiber optic,No,No,Yes,No
Month-to-month,No,Credit card (automatic),332.45,1,0,No,Yes,Fiber optic,No,No,No,Yes
Month-to-month,Yes,Electronic check,1534.75,1,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Electronic check,20.55,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,424.15,1,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,No,Electronic check,281.0,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Bank transfer (automatic),3475.55,1,0,No,No,Fiber optic,No,No,No,Yes
Month-to-month,Yes,Credit card (automatic),896.75,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,2407.3,1,0,No,No,Fiber optic,No,No,Yes,No
One year,Yes,Electronic check,6547.7,1,0,Yes,Yes,Fiber optic,Yes,Yes,No,No
Month-to-month,Yes,Electronic check,4346.4,1,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,2082.95,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),102.75,1,0,No,No,DSL,No,Yes,No,Yes
Month-to-month,Yes,Electronic check,1775.8,1,1,No,No,Fiber optic,No,Yes,No,No
One year,Yes,Mailed check,145.0,1,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,1146.65,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,74.7,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1313.55,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Mailed check,25.8,1,1,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,72.4,1,0,No,No,DSL,Yes,Yes,No,No
Month-to-month,Yes,Bank transfer (automatic),1970.5,1,0,No,No,DSL,Yes,Yes,Yes,No
Month-to-month,No,Credit card (automatic),190.05,1,0,Yes,Yes,Fiber optic,No,No,Yes,Yes
Month-to-month,No,Electronic check,1025.95,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,No,Electronic check,819.55,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Electronic check,330.15,1,0,Yes,No,Fiber optic,No,No,No,No
One year,Yes,Electronic check,6873.75,1,0,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Mailed check,45.85,1,0,No,No,DSL,No,No,No,No
One year,Yes,Bank transfer (automatic),5769.75,1,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
Month-to-month,No,Electronic check,91.7,1,0,No,No,Fiber optic,No,Yes,No,Yes
Month-to-month,Yes,Credit card (automatic),1555.65,1,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,74.95,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,898.35,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,127.1,1,1,No,No,DSL,No,No,No,No
Month-to-month,No,Electronic check,6710.5,1,0,No,No,Fiber optic,No,Yes,Yes,No
One year,No,Bank transfer (automatic),1704.95,1,0,Yes,Yes,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Mailed check,415.95,1,0,No,No,DSL,No,No,No,Yes
Month-to-month,Yes,Electronic check,950.2,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),3384.0,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,165.4,1,1,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,88.8,1,1,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,2755.35,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),994.55,1,0,No,No,DSL,Yes,No,No,No
Month-to-month,Yes,Bank transfer (automatic),1169.35,1,1,Yes,No,Fiber optic,No,Yes,No,Yes
One year,No,Electronic check,5918.8,1,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,2293.6,1,1,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,3029.1,1,0,No,No,Fiber optic,No,No,No,No
One year,Yes,Electronic check,5508.35,1,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Bank transfer (automatic),655.9,1,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Bank transfer (automatic),1463.45,1,1,Yes,No,Fiber optic,Yes,No,Yes,No
One year,Yes,Credit card (automatic),5082.8,1,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,770.6,1,1,No,No,DSL,No,No,No,No
Month-to-month,Yes,Mailed check,3587.25,1,0,No,No,Fiber optic,Yes,Yes,Yes,No
Month-to-month,Yes,Electronic check,3541.35,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),868.5,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,No,Mailed check,85.8,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,79.1,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Mailed check,134.5,1,0,Yes,Yes,DSL,No,No,No,No
Month-to-month,No,Credit card (automatic),5341.8,1,0,Yes,Yes,Fiber optic,Yes,No,Yes,No
Month-to-month,Yes,Electronic check,324.6,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,4812.75,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,No,Bank transfer (automatic),4399.5,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,50.15,1,1,No,Yes,DSL,No,No,Yes,No
Month-to-month,Yes,Bank transfer (automatic),4594.95,1,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,2384.15,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1616.15,1,0,Yes,Yes,DSL,No,Yes,No,Yes
Month-to-month,Yes,Electronic check,34.7,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,264.8,1,0,No,No,Fiber optic,No,No,No,No
One year,Yes,Credit card (automatic),6615.15,1,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Bank transfer (automatic),2200.25,1,0,Yes,No,Fiber optic,Yes,No,Yes,No
Month-to-month,Yes,Electronic check,99.75,1,0,No,Yes,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,299.7,1,0,No,No,DSL,No,No,Yes,Yes
Month-to-month,Yes,Credit card (automatic),639.65,1,0,No,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Electronic check,59.85,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,69.6,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,418.8,1,0,No,No,DSL,No,No,No,No
Month-to-month,No,Mailed check,19.5,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),183.75,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Bank transfer (automatic),264.85,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1178.4,1,0,No,No,Fiber optic,No,No,No,Yes
Month-to-month,Yes,Electronic check,4689.5,1,1,No,No,Fiber optic,Yes,Yes,Yes,No
Month-to-month,Yes,Electronic check,1201.15,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,143.65,1,0,No,No,Fiber optic,No,No,No,No
One year,No,Bank transfer (automatic),390.85,1,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,71.65,1,0,No,Yes,Fiber optic,No,No,No,No
Month-to-month,No,Mailed check,77.5,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Credit card (automatic),3264.5,1,0,No,No,Fiber optic,No,Yes,Yes,Yes
Month-to-month,No,Bank transfer (automatic),947.3,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Mailed check,1761.05,1,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,973.25,1,0,No,No,Fiber optic,Yes,No,No,No
Month-to-month,No,Electronic check,76.35,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,1676.95,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,2642.05,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,2661.1,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),2697.4,1,0,No,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),1424.5,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,2572.95,1,1,Yes,No,DSL,No,No,No,No
Month-to-month,No,Electronic check,45.1,1,1,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,2122.45,1,0,No,No,Fiber optic,No,No,No,Yes
Month-to-month,No,Bank transfer (automatic),20.05,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Bank transfer (automatic),6937.95,1,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
Month-to-month,Yes,Electronic check,402.6,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,68.75,1,0,Yes,No,DSL,No,No,No,No
Month-to-month,No,Credit card (automatic),46.2,1,0,No,No,DSL,No,No,No,No
Month-to-month,No,Electronic check,45.15,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,43.3,1,1,No,No,DSL,No,Yes,Yes,No
Month-to-month,Yes,Credit card (automatic),2250.65,1,1,No,No,DSL,Yes,Yes,No,No
Month-to-month,Yes,Electronic check,1441.1,1,0,Yes,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Electronic check,4338.6,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Mailed check,45.95,1,0,No,No,DSL,No,No,No,No
Month-to-month,No,Electronic check,247.25,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,70.05,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,165.45,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),3653.35,1,1,Yes,No,Fiber optic,Yes,Yes,No,Yes
Month-to-month,No,Electronic check,1194.3,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,21.0,1,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,45.1,1,1,No,No,DSL,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),1527.5,1,1,Yes,No,DSL,No,Yes,No,No
Month-to-month,No,Electronic check,378.4,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,5124.6,1,0,No,No,Fiber optic,No,Yes,No,Yes
Month-to-month,Yes,Bank transfer (automatic),3862.55,1,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,No,Mailed check,50.9,1,0,No,No,DSL,No,No,Yes,No
Month-to-month,Yes,Electronic check,4872.45,1,0,Yes,Yes,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Bank transfer (automatic),5118.95,1,0,Yes,Yes,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Mailed check,658.95,1,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,246.5,1,0,No,No,Fiber optic,Yes,Yes,No,No
Month-to-month,No,Mailed check,215.2,1,0,No,Yes,DSL,No,No,No,No
Month-to-month,No,Electronic check,159.45,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),5940.85,1,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,75.35,1,0,No,Yes,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,75.45,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),1210.4,1,0,No,No,DSL,Yes,No,No,No
One year,Yes,Credit card (automatic),5356.45,1,0,No,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,576.65,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,825.7,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,93.55,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),5885.4,1,0,Yes,No,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Bank transfer (automatic),1259.0,1,0,Yes,Yes,Fiber optic,No,Yes,No,No
Month-to-month,No,Mailed check,309.1,1,0,Yes,Yes,DSL,No,Yes,No,No
Month-to-month,Yes,Bank transfer (automatic),2257.75,1,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
One year,Yes,Electronic check,6287.25,1,1,Yes,No,Fiber optic,Yes,Yes,Yes,No
Month-to-month,Yes,Electronic check,1350.15,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,45.7,1,0,Yes,Yes,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,69.95,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,97.1,1,0,Yes,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,1710.45,1,0,No,No,Fiber optic,No,No,No,No
Two year,Yes,Electronic check,5464.65,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Mailed check,2165.05,1,0,No,No,Fiber optic,No,No,Yes,No
One year,No,Mailed check,4941.8,1,0,Yes,Yes,Fiber optic,No,Yes,No,No
Month-to-month,No,Electronic check,223.15,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,181.1,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,341.45,1,0,No,Yes,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Bank transfer (automatic),357.75,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,4533.7,1,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
Month-to-month,No,Electronic check,830.85,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,45.3,1,0,No,No,DSL,No,No,No,No
One year,No,Electronic check,7040.85,1,0,Yes,No,Fiber optic,No,Yes,Yes,No
One year,Yes,Mailed check,3465.7,0,0,No,No,DSL,Yes,Yes,No,No
Month-to-month,Yes,Electronic check,371.65,1,1,Yes,No,Fiber optic,No,Yes,No,No
One year,Yes,Credit card (automatic),6056.15,1,0,Yes,No,Fiber optic,Yes,Yes,No,No
Month-to-month,No,Electronic check,1390.6,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,20.2,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,2361.8,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1730.35,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Bank transfer (automatic),2030.3,1,1,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Bank transfer (automatic),4065.0,1,0,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,106.55,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,1742.75,1,0,Yes,No,DSL,Yes,No,No,Yes
Month-to-month,No,Electronic check,340.25,1,0,Yes,Yes,DSL,No,No,Yes,No
Month-to-month,Yes,Electronic check,95.6,1,0,No,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Credit card (automatic),2934.3,1,0,No,No,DSL,Yes,Yes,No,No
Month-to-month,Yes,Credit card (automatic),4600.7,1,1,No,No,Fiber optic,Yes,Yes,No,Yes
Month-to-month,No,Electronic check,71.35,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,20.15,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Bank transfer (automatic),69.75,1,0,No,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,2931.0,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,1400.85,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,137.85,1,0,No,No,DSL,Yes,Yes,No,No
Month-to-month,Yes,Electronic check,79.95,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,19.3,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Electronic check,3754.6,1,0,Yes,No,Fiber optic,Yes,No,Yes,Yes
